name,address,latitude,longitude,Type,id,webUrl
Cafe De la Promenade,"Rue de la Promenade 31 Grand-Rue, Bulle 1630 Switzerland",46.61924,7.05795,3,4150679,https://www.tripadvisor.com/Restaurant_Review-g652156-d4150679-Reviews-Cafe_De_la_Promenade-Bulle_La_Gruyere_Canton_of_Fribourg.html
Le Fribourgeois,"place des Alpes 12, Bulle 1630 Switzerland",46.61754,7.056549,3,1053275,https://www.tripadvisor.com/Restaurant_Review-g652156-d1053275-Reviews-Le_Fribourgeois-Bulle_La_Gruyere_Canton_of_Fribourg.html
Cafe de la Gare,"avenue de la Gare 6, Bulle 1630 Switzerland",46.61781,7.05545,3,2152080,https://www.tripadvisor.com/Restaurant_Review-g652156-d2152080-Reviews-Cafe_de_la_Gare-Bulle_La_Gruyere_Canton_of_Fribourg.html
L’Enclume,"Rue du Centre 33, Charmey 1637 Switzerland",46.618652,7.165473,3,14155888,https://www.tripadvisor.com/Restaurant_Review-g635662-d14155888-Reviews-L_Enclume-Charmey_La_Gruyere_Canton_of_Fribourg.html
Le Baron,"la Tzintre 23, Charmey 1637 Switzerland",46.612675,7.172444,3,11734265,https://www.tripadvisor.com/Restaurant_Review-g635662-d11734265-Reviews-Le_Baron-Charmey_La_Gruyere_Canton_of_Fribourg.html
La Croix d'Or,"Route de Gruyere 41 Les Moulins, Chateau-d'Oex 1660 Switzerland",46.45983,7.10701,3,13287136,https://www.tripadvisor.com/Restaurant_Review-g580351-d13287136-Reviews-La_Croix_d_Or-Chateau_d_Oex_Canton_of_Vaud.html
Restaurant Ermitage,"Grand Rue 4, Chateau-d'Oex 1660 Switzerland",46.471035,7.126939,3,8378693,https://www.tripadvisor.com/Restaurant_Review-g580351-d8378693-Reviews-Restaurant_Ermitage-Chateau_d_Oex_Canton_of_Vaud.html
Le Pic Vert,"chemin de la Fruitiere 5 1666 Grandvillard, Grandvillard 1666 Switzerland",46.54077,7.083669,3,3193637,https://www.tripadvisor.com/Restaurant_Review-g4760568-d3193637-Reviews-Le_Pic_Vert-Grandvillard_Canton_of_Fribourg.html
Auberge de la Halle,"rue du Bourg 24, Gruyeres 1663 Switzerland",46.583626,7.081461,3,1094920,https://www.tripadvisor.com/Restaurant_Review-g198820-d1094920-Reviews-Auberge_de_la_Halle-Gruyeres_La_Gruyere_Canton_of_Fribourg.html
Le Bonnet Rouge,"rue du Bourg 7, Gruyeres 1663 Switzerland",46.5833,7.080833,3,10479792,https://www.tripadvisor.com/Restaurant_Review-g198820-d10479792-Reviews-Le_Bonnet_Rouge-Gruyeres_La_Gruyere_Canton_of_Fribourg.html
Le Saint-Georges Restaurant,"rue du Bourg 22, Gruyeres 1663 Switzerland",46.58346,7.081419,3,10151321,https://www.tripadvisor.com/Restaurant_Review-g198820-d10151321-Reviews-Le_Saint_Georges_Restaurant-Gruyeres_La_Gruyere_Canton_of_Fribourg.html
Fondue Academy,"rue du Bourg 40, Gruyeres 1663 Switzerland",46.58403,7.08214,3,15053234,https://www.tripadvisor.com/Restaurant_Review-g198820-d15053234-Reviews-Fondue_Academy-Gruyeres_La_Gruyere_Canton_of_Fribourg.html
Restaurant Pinte du Pralet,"route du Motelon 2, La Gruyere 1637 Switzerland",46.61274,7.16734,3,11777281,https://www.tripadvisor.com/Restaurant_Review-g12700969-d11777281-Reviews-Restaurant_Pinte_du_Pralet-La_Gruyere_La_Gruyere_Canton_of_Fribourg.html
L' Auberge de la Couronne Sarl,"rue Monseigneur-Genoud 14, Lessoc 1669 Switzerland",46.504925,7.061052,3,21201140,https://www.tripadvisor.com/Restaurant_Review-g15288481-d21201140-Reviews-L_Auberge_de_la_Couronne_Sarl-Lessoc_Canton_of_Fribourg.html
Les Moilles,"Chemin de l'Evi, Neirivue 1669 Switzerland",46.527576,7.007747,3,10818875,https://www.tripadvisor.com/Restaurant_Review-g12520728-d10818875-Reviews-Les_Moilles-Neirivue_Canton_of_Fribourg.html
Auberge Lion d'Or,"route de l'Intyamon 64, Neirivue 1669 Switzerland",46.524845,7.058965,3,19283720,https://www.tripadvisor.com/Restaurant_Review-g12520728-d19283720-Reviews-Auberge_Lion_d_Or-Neirivue_Canton_of_Fribourg.html
Restaurant de La Maison du Gruyere,"place de la Gare 3, Pringy 1663 Switzerland",46.58239,7.072742,3,2085123,https://www.tripadvisor.com/Restaurant_Review-g4979686-d2085123-Reviews-Restaurant_de_La_Maison_du_Gruyere-Pringy_Canton_of_Fribourg.html
Brasserie du Relais,"place de la Gare 2, Pringy 1663 Switzerland",46.582527,7.073359,3,8035407,https://www.tripadvisor.com/Restaurant_Review-g4979686-d8035407-Reviews-Brasserie_du_Relais-Pringy_Canton_of_Fribourg.html
Le Cafe Valrose,"place de la Gare 2, Rougemont 1659 Switzerland",46.488556,7.208358,3,14994507,https://www.tripadvisor.com/Restaurant_Review-g1130644-d14994507-Reviews-Le_Cafe_Valrose-Rougemont_Canton_of_Vaud.html
Restaurant du Cerf,"rue des Allamans 8, Rougemont 1659 Switzerland",46.489723,7.210744,3,2287834,https://www.tripadvisor.com/Restaurant_Review-g1130644-d2287834-Reviews-Restaurant_du_Cerf-Rougemont_Canton_of_Vaud.html
Hotel de Ville,Gruyeres 1663 Switzerland,46.58353,7.081236,3,1225517,https://www.tripadvisor.com/Restaurant_Review-g198820-d1225517-Reviews-Hotel_de_Ville-Gruyeres_La_Gruyere_Canton_of_Fribourg.html
Buvette d'Alpage Les Mongerons,Gruyeres 1663 Switzerland,46.573242,7.057738,3,10777974,https://www.tripadvisor.com/Restaurant_Review-g198820-d10777974-Reviews-Buvette_d_Alpage_Les_Mongerons-Gruyeres_La_Gruyere_Canton_of_Fribourg.html
Restaurant Le Tonnelier,"Grand-rue 31, Bulle 1630 Switzerland",46.61912,7.05737,3,23963849,https://www.tripadvisor.com/Restaurant_Review-g652156-d23963849-Reviews-Restaurant_Le_Tonnelier-Bulle_La_Gruyere_Canton_of_Fribourg.html
